Category	Competency	Level	Skill	Resource Title	Resource Description	Resource URL
Volunteer Management Skills	Knows CCETC policies re: volunteers	1	Knows CCETC policies re: volunteer recruitment, screening, and registration. Can complete necessary forms to comply. 			
Volunteer Management Skills	Can recruit, retain and supervise diverse volunteers appropriately	1	Is able to identify and reach out to non-typical groups for volunteer opportunities, recruit them, and retain them as fully contributing members of program teams.	CCE Administration Diversity Resources- Recruiting and Retaining Diverse Volunteers	CCE Administration provides several resources surrounding recruiting and involving diverse volunteers.	http://staff.cce.cornell.edu/orgdev/Pages/Course-Description2.aspx?courseid=25
Volunteer Management Skills	Can provide guidance to volunteers.		Is able to effectively lead a group of volunteers in program activities, providing instruction and feedback on an ongoing basis.	CCE Administration Volunteer Resources	CCE Administration provides several resources surrounding working with volunteers.	http://staff.cce.cornell.edu/orgdev/Pages/prof_courses.aspx?top=Volunteer%20Involvement
Marketing and Promotion Skills	Can provide low complexity administrative tasks surrounding marketing and promotion of the program	1	Is able to use utilize existing program materials to create accurate and enticing descriptions for community members to view that will help them understand what the program offers and get them excited about participating.	Lynda.com	Web-based training videos on many topics.  Muliple topics related to marketing. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Marketing and Promotion Skills	Can present information about programs and offerings to the public in a community/ tabling forum.	1	Is able to utilize program related knowledge to verbally communicate with community members in a way that will help them understand CCE and Program content and get them excited about participating.			
Marketing and Promotion Skills	Can assist program leaders in developing marketing strategies.	2	Contributes program related feedback and suggestions to discussions surrounding future marketing opportunities and changes that may be made to improve outreach to different communities.			
Marketing and Promotion Skills	Able to perform high level administrative tasks in planning for communication and marketing efforts related to the program or position function.	3	Can effectively plan marketing and communication strategies, utilizing input from a program team and/or the community.  Is able to translate strategies into marketing and communication plans and efforts. 			
Marketing and Promotion Skills	Able to perform complex tasks related to organizational marketing efforts and communications.	3	Can collaborate across programs to develop shared communication and marketing strategies, major public affairs events, and mass media efforts.			
Supervisory Skills	Can provide effective guidance to others.	1	Efficiently, effectively and positively directs/guides the work of diverse staff, volunteers & community members.	CCE Supervisor Development Certification 	CCE Supervisor Development Certificate provides guidelines in supervision on a variety of topics related to supervision within the CCE system.	http://staff.cce.cornell.edu/orgdev/Pages/Course-Description2.aspx?courseid=114
Supervisory Skills	Can provide effective guidance to others.	1	Efficiently, effectively and positively directs/guides the work of diverse staff, volunteers & community members.	Lynda.com	Lynda has resources on delegating tasks to the team, motivating, and coaching.	https://www.lynda.com/
Supervisory Skills	Can effectively supervise and direct others. 	2	Efficiently, effectively and positively supervises diverse teams of staff & volunteers . Offers constructive feedback to team members. Assists team members to manage workloads and set/accomplish goals. Ensures accountability. Helps team members develop appropriate professional improvement plans.	CCE Supervisor Development Certification 	CCE Supervisor Development Certificate provides guidelines in supervision on a variety of topics related to supervision within the CCE system.	http://staff.cce.cornell.edu/orgdev/Pages/Course-Description2.aspx?courseid=114
Supervisory Skills	Can effectively supervise and direct others. 	2	Efficiently, effectively and positively supervises diverse teams of staff & volunteers . Offers constructive feedback to team members. Assists team members to manage workloads and set/accomplish goals. Ensures accountability. Helps team members develop appropriate professional improvement plans.	Human Services Coalition	HSC has in person seminars on supervision and leadership.  Examples: Leading with Impact, Transitioning from Peer to Supervisor, and others	http://hsctc.org/index.php?page=training
Supervisory Skills	Can effectively supervise and direct others. 	2	Efficiently, effectively and positively supervises diverse teams of staff & volunteers . Offers constructive feedback to team members. Assists team members to manage workloads and set/accomplish goals. Ensures accountability. Helps team members develop appropriate professional improvement plans.	Lynda.com	Web-based training videos on many topics. Examples: Preparing for Your Review; Delivering Employee Feedback; Mentoring Others. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Supervisory Skills	Can effectively supervise and direct others. 	2	Efficiently, effectively and positively supervises diverse teams of staff & volunteers . Offers constructive feedback to team members. Assists team members to manage workloads and set/accomplish goals. Ensures accountability. Helps team members develop appropriate professional improvement plans.	EAP Training		
Supervisory Skills	Can effectively work from home.	1	Understands Cornell & CCETC policies re: working remotely 	Cornell and CCE-Tompkins policies	Links to Cornell University and CCETC policies re: working remotely. 	
Supervisory Skills	Can effectively work from home.	2	Understands Cornell & CCETC policies re: working remotely and appropriately communicates policies to team members and effectively supervises those working off-site.	CCE Supervisor Development Certification 	Supervisor Development Certificate Program is presented in person twice per year in Ithaca (Cornell campus)	http://staff.cce.cornell.edu/orgdev/Pages/All-Courses2.aspx
Supervisory Skills	Can resolve conflicts within the team.	3	Can solve problems and resolve conflicts that arise in operation of the program.  Is able to effectively mediate conflicts between two or more employees to provide long lasting improvements to team dynamics.	Lynda.com	Web-based training videos on many topics. Examples: Preparing for Your Review; Delivering Employee Feedback; Mentoring Others. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Supervisory Skills	Can resolve conflicts within the team.	3	Can solve problems and resolve conflicts that arise in operation of the program.  Is able to effectively mediate conflicts between two or more employees to provide long lasting improvements to team dynamics.	Community Dispute Resolution Center (CDRC)	CDRC offers multiple trainings on mediation/ dispute resolution for supervisors and HR level staff,	http://www.cdrc.org/training.html
Supervisory Skills	Can effectively build and lead a team effort.	3	Is able to identify strengths in team members and build effective and collaborative projects, utilizing the diffences of the individuals to the advantage of all.	CCE Training Resources- Tools of the Trade: Foundations & Leadership	Multiple webinars on leadership:  Understanding Diverse Personalilities, Making it Work with Diverse Teams, Building Leadership and Developing Communities	http://staff.cce.cornell.edu/orgdev/Pages/foundations.aspx
Supervisory Skills	Can provide supervision, guidance and leadership to other supervisors	3	Efficiently, effectively and positively assists supervisors to build their skills and develop appropriate professional improvement plans. Identifies or develops adequate resources for supervisor development. Anticipates and plans for emerging supervisory needs and opportunities. Understands best practices for ensuring accountability across the association.	Lynda.com	Web-based training videos on many topics. Examples: Coaching and Developing Employees; Mentoring Others. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Supervisory Skills	Can assist staff to plan staff development opportunities.	2	Is able to lead staff and team in goal-setting and developing professional improvement plans, utilizing available resources, performance evaluations, and position descriptions.	EAP Training	Employees may attend EAP Seminars on the following topic: Leading the Way with Emotional Intelligence.  Staff can attend at Family and Children's Services or, if there is enough interest, the programs can be offered on location. (there is a cost- $150 per hour if offered onsite)	http://www.fcsith.org/
Supervisory Skills	Can assist staff to plan staff development opportunities.	2	Is able to lead staff and team in goal-setting and developing professional improvement plans, utilizing available resources, performance evaluations, and position descriptions.	Lynda.com	Web-based training videos on many topics. Examples: Professional Development, Creating a Professional Development Plan. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Supervisory Skills	Can provide performance feedback & performance reviews.	2	Is able to effectively deliver effective ongoing feedback to employees and deliver annual performance evaluations that provide employees opportunities to improve and grow in their career goals and improve the program and team.	MyCCE	MyCCE houses multiple resources for supervisors to use to provide feedback and evaluate employees.	https://mycce.me/content/my-hr-human-resources-tools-providing-effective-expectations-and-feedback
Supervisory Skills	Can provide performance feedback & performance reviews.	2	Is able to effectively deliver effective ongoing feedback to employees and deliver annual performance evaluations that provide employees opportunities to improve and grow in their career goals and improve the program and team.	CCE Tompkins Supervisor Training	In person training with Human Resources- Providing Effective Feedback- contact HR to schedule	
Supervisory Skills						
Supervisory Skills	Can effectively navigate CCE Tompkins hiring process	2	Follows CCETC's current hiring practices and procedures. Knows where to find the appropriate forms for each stage of the hiring process.	MyCCE	MyCCE has resources for supervisors to use to navigate the hiring process:  Supervisor Tools, Hiring Process	https://mycce.me/content/my-hr-human-resources-tools-taleo-posting-process
Supervisory Skills	Can effectively navigate CCE Tompkins hiring process	2	Follows CCETC's current hiring practices and procedures. Knows where to find the appropriate forms for each stage of the hiring process.  	CCE Tompkins Employee Training	In person training with Human Resources- CCE TC Hiring Process and Recruitment with an Equity and Inclusion Lens.	
Supervisory Skills	Knows how CCE Tompkins' diversity mission fits into the hiring process.	2	Knows best practices for conducting effective hiring processes that align with CCETC's equity and inclusion commitments.	CCE Tompkins Employee Training	In person training with Human Resources- CCE TC Hiring Process and Recruitment with an Equity and Inclusion Lens.	
					Web-based training videos on many topics. Example: Requirements Elicitation - Interviews. Free to staff with Cornell NetID. 	https://it.cornell.edu/lynda
Personal Awareness and Growth	Awareness of Personal Strengths and Values	1	Knows one personal strengths (e.g., talents) and can use them to achieve desired work outcomes	StrengthsFinder 2.0	An online assessment, personalized report and ideas for action that apply a strengths-based model to improving one's effectiveness, engagement and enjoyment at work. Purchasing the book, with an code for the online assessment, is most cost-effective approach. 	https://www.amazon.com/StrengthsFinder-2-0-Tom-Rath/dp/159562015X/ref=sr_1_1?s=books&ie=UTF8&qid=1487360256&sr=1-1&keywords=strengths+finder+2.0
Personal Awareness and Growth	Ability to make positive changes.	1	Can identify areas for change, create strategies, and implement positive changes in work and personal lives.			
Personal Awareness and Growth	Career Advancement	1	Is able to identify a suitable direction for career advancement and create a plan for achieving it.			
